Local time,Open,High,Low,Close,Volume
24.07.2023 17:30:00.000 GMT+0530,1.10973,1.11045,1.10691,1.10820,98443.4794
24.07.2023 21:30:00.000 GMT+0530,1.10823,1.10844,1.10602,1.10602,40340.0908
25.07.2023 01:30:00.000 GMT+0530,1.10602,1.10674,1.10597,1.10630,11864.479800000001
25.07.2023 05:30:00.000 GMT+0530,1.10630,1.10815,1.10627,1.10782,42206.7295
25.07.2023 09:30:00.000 GMT+0530,1.10782,1.10868,1.10687,1.10710,49318.2285
25.07.2023 13:30:00.000 GMT+0530,1.10712,1.10712,1.10393,1.10493,64082.88189999999
25.07.2023 17:30:00.000 GMT+0530,1.10492,1.10533,1.10207,1.10490,97205.6504
25.07.2023 21:30:00.000 GMT+0530,1.10491,1.10546,1.10354,1.10521,37819.189
26.07.2023 01:30:00.000 GMT+0530,1.10521,1.10577,1.10485,1.10499,14684.300099999999
26.07.2023 05:30:00.000 GMT+0530,1.10500,1.10530,1.10377,1.10493,41379.9096
26.07.2023 09:30:00.000 GMT+0530,1.10492,1.10748,1.10462,1.10693,48922.869
26.07.2023 13:30:00.000 GMT+0530,1.10692,1.10861,1.10598,1.10627,52361.3292
26.07.2023 17:30:00.000 GMT+0530,1.10627,1.10796,1.10573,1.10767,85316.7598
26.07.2023 21:30:00.000 GMT+0530,1.10767,1.11066,1.10564,1.10963,118310.31940000001
27.07.2023 01:30:00.000 GMT+0530,1.10963,1.10965,1.10778,1.10779,12406.179900000001
27.07.2023 05:30:00.000 GMT+0530,1.10778,1.11178,1.10774,1.11002,43645.7802
27.07.2023 09:30:00.000 GMT+0530,1.11002,1.11340,1.10879,1.11284,65646.4296
27.07.2023 13:30:00.000 GMT+0530,1.11284,1.11496,1.11243,1.11385,62240.531299999995
27.07.2023 17:30:00.000 GMT+0530,1.11384,1.11389,1.09839,1.09969,205979.32019999996
27.07.2023 21:30:00.000 GMT+0530,1.09970,1.10105,1.09658,1.09669,87110.99909999999
28.07.2023 01:30:00.000 GMT+0530,1.09669,1.09835,1.09662,1.09781,14448.720299999999
28.07.2023 05:30:00.000 GMT+0530,1.09780,1.09882,1.09714,1.09765,64999.2606
28.07.2023 09:30:00.000 GMT+0530,1.09766,1.09911,1.09435,1.09515,124097.0586
28.07.2023 13:30:00.000 GMT+0530,1.09518,1.10181,1.09477,1.10092,71297.6915
28.07.2023 17:30:00.000 GMT+0530,1.10091,1.10475,1.09931,1.10383,121727.90629999997
28.07.2023 21:30:00.000 GMT+0530,1.10382,1.10430,1.10151,1.10230,41768.2807
29.07.2023 01:30:00.000 GMT+0530,1.10229,1.10235,1.10123,1.10125,6301.8701
31.07.2023 01:30:00.000 GMT+0530,1.10206,1.10282,1.10095,1.10238,8122.860200000001
31.07.2023 05:30:00.000 GMT+0530,1.10239,1.10277,1.10091,1.10123,45344.5899
31.07.2023 09:30:00.000 GMT+0530,1.10124,1.10288,1.10051,1.10196,59182.6103
31.07.2023 13:30:00.000 GMT+0530,1.10198,1.10401,1.10113,1.10268,60707.3603
31.07.2023 17:30:00.000 GMT+0530,1.10270,1.10458,1.10122,1.10182,88866.78110000001
31.07.2023 21:30:00.000 GMT+0530,1.10183,1.10201,1.09937,1.09953,36806.590299999996
01.08.2023 01:30:00.000 GMT+0530,1.09953,1.10028,1.09931,1.09966,11780.94
01.08.2023 05:30:00.000 GMT+0530,1.09967,1.10015,1.09803,1.09855,34179.9501
01.08.2023 09:30:00.000 GMT+0530,1.09854,1.10002,1.09700,1.09796,57524.17
01.08.2023 13:30:00.000 GMT+0530,1.09796,1.09866,1.09658,1.09755,55563.5205
01.08.2023 17:30:00.000 GMT+0530,1.09755,1.09892,1.09523,1.09702,108619.5625
01.08.2023 21:30:00.000 GMT+0530,1.09703,1.09850,1.09626,1.09826,26401.2598
02.08.2023 01:30:00.000 GMT+0530,1.09820,1.10192,1.09805,1.10075,26653.8901
02.08.2023 05:30:00.000 GMT+0530,1.10078,1.10080,1.09802,1.09868,45482.8604
02.08.2023 09:30:00.000 GMT+0530,1.09869,1.10006,1.09813,1.09899,66291.249
02.08.2023 13:30:00.000 GMT+0530,1.09902,1.09927,1.09682,1.09784,68274.9414
02.08.2023 17:30:00.000 GMT+0530,1.09783,1.09871,1.09178,1.09381,128802.7109
02.08.2023 21:30:00.000 GMT+0530,1.09382,1.09575,1.09346,1.09396,49700.0195
03.08.2023 01:30:00.000 GMT+0530,1.09394,1.09456,1.09354,1.09435,13726.8801
03.08.2023 05:30:00.000 GMT+0530,1.09433,1.09492,1.09303,1.09347,38211.720799999996
03.08.2023 09:30:00.000 GMT+0530,1.09347,1.09432,1.09138,1.09190,73389.02979999999
03.08.2023 13:30:00.000 GMT+0530,1.09189,1.09487,1.09122,1.09350,85171.9101
03.08.2023 17:30:00.000 GMT+0530,1.09349,1.09561,1.09155,1.09466,148531.2794
03.08.2023 21:30:00.000 GMT+0530,1.09465,1.09628,1.09383,1.09440,37413.0894
04.08.2023 01:30:00.000 GMT+0530,1.09437,1.09533,1.09436,1.09510,14806.6399
04.08.2023 05:30:00.000 GMT+0530,1.09509,1.09615,1.09464,1.09542,39215.79
04.08.2023 09:30:00.000 GMT+0530,1.09543,1.09583,1.09441,1.09473,52441.5498
04.08.2023 13:30:00.000 GMT+0530,1.09474,1.09527,1.09351,1.09378,52302.2002
04.08.2023 17:30:00.000 GMT+0530,1.09378,1.10419,1.09349,1.10348,155616.63660000003
04.08.2023 21:30:00.000 GMT+0530,1.10347,1.10393,1.10037,1.10076,42894.541099999995
05.08.2023 01:30:00.000 GMT+0530,1.10070,1.10115,1.10029,1.10029,6723.8198
07.08.2023 01:30:00.000 GMT+0530,1.10141,1.10151,1.10010,1.10024,12282.989700000002
07.08.2023 05:30:00.000 GMT+0530,1.10024,1.10117,1.09951,1.09955,32119.8995
07.08.2023 09:30:00.000 GMT+0530,1.09955,1.09973,1.09708,1.09927,41874.3399
07.08.2023 13:30:00.000 GMT+0530,1.09926,1.09926,1.09654,1.09839,46228.5703
07.08.2023 17:30:00.000 GMT+0530,1.09841,1.10116,1.09795,1.09989,63807.0692
07.08.2023 21:30:00.000 GMT+0530,1.09989,1.10101,1.09921,1.10044,33859.3994
08.08.2023 01:30:00.000 GMT+0530,1.10044,1.10050,1.09990,1.10026,11265.020100000002
08.08.2023 05:30:00.000 GMT+0530,1.10026,1.10054,1.09768,1.09818,47326.8798
08.08.2023 09:30:00.000 GMT+0530,1.09817,1.10111,1.09736,1.09787,62309.9112
08.08.2023 13:30:00.000 GMT+0530,1.09789,1.09872,1.09368,1.09413,65070.721699999995
08.08.2023 17:30:00.000 GMT+0530,1.09412,1.09560,1.09290,1.09501,82610.6513
08.08.2023 21:30:00.000 GMT+0530,1.09502,1.09619,1.09476,1.09571,40387.5391
09.08.2023 01:30:00.000 GMT+0530,1.09571,1.09594,1.09519,1.09592,10863.0201
09.08.2023 05:30:00.000 GMT+0530,1.09592,1.09707,1.09552,1.09665,37521.878899999996
09.08.2023 09:30:00.000 GMT+0530,1.09665,1.09847,1.09633,1.09842,47736.4301
09.08.2023 13:30:00.000 GMT+0530,1.09841,1.09887,1.09692,1.09698,48087.9004
09.08.2023 17:30:00.000 GMT+0530,1.09699,1.09953,1.09620,1.09742,88813.84950000001
09.08.2023 21:30:00.000 GMT+0530,1.09742,1.09916,1.09732,1.09735,40716.8901
10.08.2023 01:30:00.000 GMT+0530,1.09733,1.09786,1.09712,1.09771,12793.6699
10.08.2023 05:30:00.000 GMT+0530,1.09771,1.09819,1.09673,1.09791,28915.96
10.08.2023 09:30:00.000 GMT+0530,1.09791,1.10186,1.09785,1.10083,50788.5196
10.08.2023 13:30:00.000 GMT+0530,1.10083,1.10296,1.10081,1.10165,47577.599500000004
10.08.2023 17:30:00.000 GMT+0530,1.10166,1.10650,1.10076,1.10151,150837.2403
10.08.2023 21:30:00.000 GMT+0530,1.10152,1.10191,1.09761,1.09791,68275.7011
11.08.2023 01:30:00.000 GMT+0530,1.09791,1.09845,1.09777,1.09815,11784.6696
11.08.2023 05:30:00.000 GMT+0530,1.09815,1.09979,1.09797,1.09872,32289.4995
11.08.2023 09:30:00.000 GMT+0530,1.09872,1.10020,1.09838,1.09922,45092.6591
11.08.2023 13:30:00.000 GMT+0530,1.09923,1.10031,1.09763,1.09973,57725.5694
11.08.2023 17:30:00.000 GMT+0530,1.09971,1.10049,1.09510,1.09561,125280.5498
11.08.2023 21:30:00.000 GMT+0530,1.09563,1.09646,1.09429,1.09468,30300.5498
12.08.2023 01:30:00.000 GMT+0530,1.09468,1.09491,1.09433,1.09433,4348.3398
14.08.2023 01:30:00.000 GMT+0530,1.09493,1.09517,1.09401,1.09432,6858.7101
14.08.2023 05:30:00.000 GMT+0530,1.09431,1.09467,1.09292,1.09321,33718.3491
14.08.2023 09:30:00.000 GMT+0530,1.09321,1.09561,1.09261,1.09519,50656.5107
14.08.2023 13:30:00.000 GMT+0530,1.09518,1.09600,1.09367,1.09390,51344.8496
14.08.2023 17:30:00.000 GMT+0530,1.09389,1.09409,1.08747,1.09206,108970.55859999999
14.08.2023 21:30:00.000 GMT+0530,1.09205,1.09359,1.09028,1.09028,44060.5
15.08.2023 01:30:00.000 GMT+0530,1.09028,1.09082,1.09020,1.09077,12476.690299999998
15.08.2023 05:30:00.000 GMT+0530,1.09076,1.09175,1.09003,1.09143,35206.3105
15.08.2023 09:30:00.000 GMT+0530,1.09145,1.09304,1.09062,1.09234,49506.9492
15.08.2023 13:30:00.000 GMT+0530,1.09233,1.09448,1.09178,1.09291,68748.8008
15.08.2023 17:30:00.000 GMT+0530,1.09293,1.09524,1.08969,1.09268,140506.3008
15.08.2023 21:30:00.000 GMT+0530,1.09269,1.09284,1.08990,1.09058,35497.2207
16.08.2023 01:30:00.000 GMT+0530,1.09059,1.09063,1.09011,1.09038,9301.880000000001
16.08.2023 05:30:00.000 GMT+0530,1.09038,1.09117,1.08989,1.09064,37488.6309
16.08.2023 09:30:00.000 GMT+0530,1.09064,1.09271,1.09059,1.09234,53507.459
16.08.2023 13:30:00.000 GMT+0530,1.09233,1.09345,1.09064,1.09131,47157.3085
16.08.2023 17:30:00.000 GMT+0530,1.09130,1.09233,1.08961,1.09028,113453.1915
16.08.2023 21:30:00.000 GMT+0530,1.09027,1.09047,1.08714,1.08743,48337.371
17.08.2023 01:30:00.000 GMT+0530,1.08743,1.08832,1.08733,1.08743,6168.45
17.08.2023 05:30:00.000 GMT+0530,1.08744,1.08749,1.08618,1.08642,17504.6696
17.08.2023 09:30:00.000 GMT+0530,1.08642,1.08866,1.08626,1.08804,24457.7402
17.08.2023 13:30:00.000 GMT+0530,1.08802,1.08956,1.08636,1.08945,41200.3404
17.08.2023 17:30:00.000 GMT+0530,1.08945,1.09180,1.08668,1.08735,110999.6015
17.08.2023 21:30:00.000 GMT+0530,1.08737,1.08895,1.08563,1.08717,44247.3301
18.08.2023 01:30:00.000 GMT+0530,1.08716,1.08755,1.08664,1.08743,9286.7199
18.08.2023 05:30:00.000 GMT+0530,1.08742,1.08938,1.08717,1.08859,37291.6396
18.08.2023 09:30:00.000 GMT+0530,1.08861,1.08879,1.08644,1.08730,49290.509300000005
18.08.2023 13:30:00.000 GMT+0530,1.08730,1.08768,1.08601,1.08629,48510.25
18.08.2023 17:30:00.000 GMT+0530,1.08630,1.08813,1.08450,1.08743,103045.47260000001
18.08.2023 21:30:00.000 GMT+0530,1.08742,1.08811,1.08679,1.08725,35617.1299
19.08.2023 01:30:00.000 GMT+0530,1.08724,1.08736,1.08678,1.08678,7613.6899
21.08.2023 01:30:00.000 GMT+0530,1.08672,1.08785,1.08664,1.08749,7350.9499
21.08.2023 05:30:00.000 GMT+0530,1.08747,1.08841,1.08695,1.08803,26792.430699999997
21.08.2023 09:30:00.000 GMT+0530,1.08804,1.08888,1.08723,1.08885,46703.5294
21.08.2023 13:30:00.000 GMT+0530,1.08885,1.09136,1.08822,1.09094,51621.1699
21.08.2023 17:30:00.000 GMT+0530,1.09090,1.09130,1.08753,1.08877,78854.2997
21.08.2023 21:30:00.000 GMT+0530,1.08877,1.09042,1.08874,1.08961,35228.9101
22.08.2023 01:30:00.000 GMT+0530,1.08961,1.09015,1.08924,1.08975,7057.3699
22.08.2023 05:30:00.000 GMT+0530,1.08974,1.09158,1.08932,1.09150,31842.3105
22.08.2023 09:30:00.000 GMT+0530,1.09149,1.09303,1.09046,1.09255,43968.3994
22.08.2023 13:30:00.000 GMT+0530,1.09255,1.09285,1.08805,1.08847,42194.339799999994
22.08.2023 17:30:00.000 GMT+0530,1.08849,1.08906,1.08329,1.08455,84403.3095
22.08.2023 21:30:00.000 GMT+0530,1.08455,1.08553,1.08434,1.08457,28884.7197
23.08.2023 01:30:00.000 GMT+0530,1.08456,1.08489,1.08443,1.08464,7450.38
23.08.2023 05:30:00.000 GMT+0530,1.08465,1.08596,1.08446,1.08574,28315.1601
23.08.2023 09:30:00.000 GMT+0530,1.08574,1.08713,1.08118,1.08179,54407.9601
23.08.2023 13:30:00.000 GMT+0530,1.08178,1.08303,1.08040,1.08111,63602.9903
23.08.2023 17:30:00.000 GMT+0530,1.08111,1.08627,1.08025,1.08613,105209.07340000001
23.08.2023 21:30:00.000 GMT+0530,1.08612,1.08700,1.08558,1.08638,36766.7397
24.08.2023 01:30:00.000 GMT+0530,1.08637,1.08672,1.08609,1.08654,13713.5698
24.08.2023 05:30:00.000 GMT+0530,1.08655,1.08750,1.08583,1.08657,31816.69
24.08.2023 09:30:00.000 GMT+0530,1.08658,1.08764,1.08519,1.08562,41251.5499
24.08.2023 13:30:00.000 GMT+0530,1.08561,1.08643,1.08416,1.08421,42178.3702
24.08.2023 17:30:00.000 GMT+0530,1.08423,1.08486,1.08142,1.08255,96902.67180000001
24.08.2023 21:30:00.000 GMT+0530,1.08254,1.08277,1.08056,1.08058,34865.3609
25.08.2023 01:30:00.000 GMT+0530,1.08057,1.08159,1.07928,1.07990,12012.3601
25.08.2023 05:30:00.000 GMT+0530,1.07989,1.08040,1.07799,1.07804,24813.5098
25.08.2023 09:30:00.000 GMT+0530,1.07804,1.07920,1.07683,1.07712,35721.8199
25.08.2023 13:30:00.000 GMT+0530,1.07711,1.08113,1.07661,1.08028,39182.9296
25.08.2023 17:30:00.000 GMT+0530,1.08027,1.08417,1.07658,1.07862,130446.4287
25.08.2023 21:30:00.000 GMT+0530,1.07866,1.08125,1.07856,1.08028,43583.350099999996
26.08.2023 01:30:00.000 GMT+0530,1.08029,1.08031,1.07906,1.07906,5438.6401
28.08.2023 01:30:00.000 GMT+0530,1.07957,1.08010,1.07933,1.07968,8922.9697
28.08.2023 05:30:00.000 GMT+0530,1.07969,1.08101,1.07961,1.08094,24073.21
28.08.2023 09:30:00.000 GMT+0530,1.08093,1.08208,1.08052,1.08087,28579.609800000002
28.08.2023 13:30:00.000 GMT+0530,1.08085,1.08221,1.07993,1.08043,36779.7607
28.08.2023 17:30:00.000 GMT+0530,1.08045,1.08141,1.07989,1.08090,62706.130900000004
28.08.2023 21:30:00.000 GMT+0530,1.08089,1.08198,1.08039,1.08179,26466.4096
29.08.2023 01:30:00.000 GMT+0530,1.08179,1.08298,1.08140,1.08255,9343.52
29.08.2023 05:30:00.000 GMT+0530,1.08255,1.08382,1.08213,1.08362,23606.6099
29.08.2023 09:30:00.000 GMT+0530,1.08362,1.08363,1.08083,1.08204,32532.479999999996
29.08.2023 13:30:00.000 GMT+0530,1.08205,1.08227,1.08037,1.08041,43440.2002
29.08.2023 17:30:00.000 GMT+0530,1.08042,1.08569,1.07822,1.08500,115729.5918
29.08.2023 21:30:00.000 GMT+0530,1.08499,1.08919,1.08466,1.08852,48808.3095
30.08.2023 01:30:00.000 GMT+0530,1.08852,1.08854,1.08686,1.08691,12015.469799999999
30.08.2023 05:30:00.000 GMT+0530,1.08691,1.08721,1.08636,1.08691,31435.1196
30.08.2023 09:30:00.000 GMT+0530,1.08690,1.08766,1.08556,1.08647,47353.220799999996
30.08.2023 13:30:00.000 GMT+0530,1.08644,1.08935,1.08551,1.08787,50975.8398
30.08.2023 17:30:00.000 GMT+0530,1.08788,1.09454,1.08746,1.09258,121424.9198
30.08.2023 21:30:00.000 GMT+0530,1.09256,1.09328,1.09168,1.09216,42912.9092
31.08.2023 01:30:00.000 GMT+0530,1.09217,1.09315,1.09190,1.09294,12887.610100000002
31.08.2023 05:30:00.000 GMT+0530,1.09292,1.09394,1.09200,1.09204,25910.660699999997
31.08.2023 09:30:00.000 GMT+0530,1.09205,1.09244,1.08899,1.08925,46547.6801
31.08.2023 13:30:00.000 GMT+0530,1.08925,1.08931,1.08575,1.08682,57141.2197
31.08.2023 17:30:00.000 GMT+0530,1.08683,1.08849,1.08366,1.08386,98419.91900000001
31.08.2023 21:30:00.000 GMT+0530,1.08385,1.08541,1.08351,1.08436,38352.6997
01.09.2023 01:30:00.000 GMT+0530,1.08437,1.08470,1.08347,1.08424,10686.810099999999
01.09.2023 05:30:00.000 GMT+0530,1.08422,1.08541,1.08363,1.08417,24804.7402
01.09.2023 09:30:00.000 GMT+0530,1.08416,1.08595,1.08284,1.08558,40016.6602
01.09.2023 13:30:00.000 GMT+0530,1.08560,1.08563,1.08331,1.08331,38152.0606
01.09.2023 17:30:00.000 GMT+0530,1.08332,1.08819,1.07863,1.07865,159046.34970000002
01.09.2023 21:30:00.000 GMT+0530,1.07865,1.07890,1.07722,1.07749,24650.0508
02.09.2023 01:30:00.000 GMT+0530,1.07749,1.07773,1.07716,1.07717,4052.74
04.09.2023 01:30:00.000 GMT+0530,1.07748,1.07815,1.07716,1.07756,5037.459999999999
04.09.2023 05:30:00.000 GMT+0530,1.07758,1.07872,1.07731,1.07857,21176.710199999998
04.09.2023 09:30:00.000 GMT+0530,1.07857,1.08068,1.07811,1.07952,35383.8298
04.09.2023 13:30:00.000 GMT+0530,1.07952,1.08087,1.07907,1.08001,30705.3906
04.09.2023 17:30:00.000 GMT+0530,1.08002,1.08053,1.07832,1.07988,27184.5796
04.09.2023 21:30:00.000 GMT+0530,1.07988,1.08000,1.07922,1.07938,5662.75
05.09.2023 01:30:00.000 GMT+0530,1.07940,1.07977,1.07897,1.07913,5057.26
05.09.2023 05:30:00.000 GMT+0530,1.07912,1.07982,1.07807,1.07884,21552.6298
05.09.2023 09:30:00.000 GMT+0530,1.07884,1.07938,1.07544,1.07564,53342.96
05.09.2023 13:30:00.000 GMT+0530,1.07563,1.07587,1.07292,1.07325,59015.2099
05.09.2023 17:30:00.000 GMT+0530,1.07325,1.07486,1.07062,1.07265,113079.3379
05.09.2023 21:30:00.000 GMT+0530,1.07265,1.07320,1.07193,1.07213,27890.8604
06.09.2023 01:30:00.000 GMT+0530,1.07213,1.07280,1.07190,1.07244,10095.0801
06.09.2023 05:30:00.000 GMT+0530,1.07246,1.07343,1.07131,1.07332,27871.0102
06.09.2023 09:30:00.000 GMT+0530,1.07331,1.07480,1.07242,1.07291,50055.149900000004
06.09.2023 13:30:00.000 GMT+0530,1.07290,1.07488,1.07231,1.07439,46393.499899999995
06.09.2023 17:30:00.000 GMT+0530,1.07438,1.07454,1.07025,1.07130,112082.25099999999
06.09.2023 21:30:00.000 GMT+0530,1.07129,1.07295,1.07112,1.07261,28125.9902
07.09.2023 01:30:00.000 GMT+0530,1.07266,1.07280,1.07214,1.07238,7787.29
07.09.2023 05:30:00.000 GMT+0530,1.07238,1.07317,1.07190,1.07297,18219.6702
07.09.2023 09:30:00.000 GMT+0530,1.07295,1.07302,1.07081,1.07155,45026.2099
07.09.2023 13:30:00.000 GMT+0530,1.07155,1.07177,1.07030,1.07053,45218.6504
07.09.2023 17:30:00.000 GMT+0530,1.07052,1.07107,1.06861,1.07032,81131.5195
07.09.2023 21:30:00.000 GMT+0530,1.07032,1.07096,1.06937,1.06949,25005.6397
08.09.2023 01:30:00.000 GMT+0530,1.06949,1.06986,1.06941,1.06973,5989.849999999999
08.09.2023 05:30:00.000 GMT+0530,1.06975,1.07232,1.06971,1.07164,31818.069300000003
08.09.2023 09:30:00.000 GMT+0530,1.07165,1.07279,1.07076,1.07086,44312.229
08.09.2023 13:30:00.000 GMT+0530,1.07087,1.07174,1.06941,1.06990,50674.1807
08.09.2023 17:30:00.000 GMT+0530,1.06990,1.07438,1.06977,1.07087,81631.3408
08.09.2023 21:30:00.000 GMT+0530,1.07088,1.07134,1.06969,1.06992,35638.54
09.09.2023 01:30:00.000 GMT+0530,1.06992,1.07030,1.06974,1.06974,5922.1001
11.09.2023 01:30:00.000 GMT+0530,1.07147,1.07204,1.07075,1.07162,10922.3799
11.09.2023 05:30:00.000 GMT+0530,1.07165,1.07280,1.07099,1.07225,31146.970299999997
11.09.2023 09:30:00.000 GMT+0530,1.07226,1.07412,1.07216,1.07258,46618.7105
11.09.2023 13:30:00.000 GMT+0530,1.07258,1.07343,1.07183,1.07197,42392.3603
11.09.2023 17:30:00.000 GMT+0530,1.07197,1.07593,1.07154,1.07425,70427.16990000001
11.09.2023 21:30:00.000 GMT+0530,1.07426,1.07578,1.07426,1.07489,23028.680099999998
12.09.2023 01:30:00.000 GMT+0530,1.07489,1.07533,1.07414,1.07476,8387.34
12.09.2023 05:30:00.000 GMT+0530,1.07476,1.07692,1.07375,1.07463,31569.409600000003
12.09.2023 09:30:00.000 GMT+0530,1.07462,1.07464,1.07121,1.07135,44870.2911
12.09.2023 13:30:00.000 GMT+0530,1.07135,1.07259,1.07085,1.07181,48468.6895
12.09.2023 17:30:00.000 GMT+0530,1.07181,1.07300,1.07055,1.07253,58750.5107
12.09.2023 21:30:00.000 GMT+0530,1.07256,1.07375,1.07215,1.07281,27900.4301
13.09.2023 01:30:00.000 GMT+0530,1.07281,1.07648,1.07276,1.07531,12818.41
13.09.2023 05:30:00.000 GMT+0530,1.07530,1.07648,1.07446,1.07471,28999.5605
13.09.2023 09:30:00.000 GMT+0530,1.07472,1.07545,1.07310,1.07437,46364.289000000004
13.09.2023 13:30:00.000 GMT+0530,1.07436,1.07447,1.07285,1.07366,46074.3204
13.09.2023 17:30:00.000 GMT+0530,1.07364,1.07614,1.07110,1.07356,136191.959
13.09.2023 21:30:00.000 GMT+0530,1.07357,1.07491,1.07278,1.07318,35582.859300000004
14.09.2023 01:30:00.000 GMT+0530,1.07318,1.07346,1.07281,1.07327,10048.86
14.09.2023 05:30:00.000 GMT+0530,1.07327,1.07464,1.07301,1.07445,30634.2998
14.09.2023 09:30:00.000 GMT+0530,1.07446,1.07521,1.07330,1.07336,33550.460399999996
14.09.2023 13:30:00.000 GMT+0530,1.07336,1.07400,1.07245,1.07303,40656.9502
14.09.2023 17:30:00.000 GMT+0530,1.07302,1.07476,1.06539,1.06587,161655.31059999997
14.09.2023 21:30:00.000 GMT+0530,1.06588,1.06630,1.06318,1.06426,43548.2085
15.09.2023 01:30:00.000 GMT+0530,1.06425,1.06468,1.06349,1.06350,9632.9702
15.09.2023 05:30:00.000 GMT+0530,1.06349,1.06483,1.06332,1.06474,30482.7309
15.09.2023 09:30:00.000 GMT+0530,1.06476,1.06674,1.06443,1.06635,44371.2598
15.09.2023 13:30:00.000 GMT+0530,1.06635,1.06692,1.06529,1.06546,35016.7002
15.09.2023 17:30:00.000 GMT+0530,1.06547,1.06877,1.06451,1.06721,105537.9785
15.09.2023 21:30:00.000 GMT+0530,1.06724,1.06802,1.06596,1.06598,28944.1904
16.09.2023 01:30:00.000 GMT+0530,1.06598,1.06628,1.06561,1.06576,9034.0303
18.09.2023 01:30:00.000 GMT+0530,1.06588,1.06690,1.06578,1.06679,5661.0797999999995
18.09.2023 05:30:00.000 GMT+0530,1.06680,1.06736,1.06609,1.06641,23283.1807
18.09.2023 09:30:00.000 GMT+0530,1.06641,1.06777,1.06578,1.06621,31528.500999999997
18.09.2023 13:30:00.000 GMT+0530,1.06621,1.06747,1.06562,1.06631,33072.600000000006
18.09.2023 17:30:00.000 GMT+0530,1.06631,1.06986,1.06546,1.06940,61893.418900000004
18.09.2023 21:30:00.000 GMT+0530,1.06940,1.06980,1.06778,1.06866,33511.1601
19.09.2023 01:30:00.000 GMT+0530,1.06865,1.06937,1.06850,1.06919,9316.9701
19.09.2023 05:30:00.000 GMT+0530,1.06918,1.06965,1.06807,1.06826,18431.9301
19.09.2023 09:30:00.000 GMT+0530,1.06826,1.06952,1.06750,1.06942,33030.3701
19.09.2023 13:30:00.000 GMT+0530,1.06941,1.07097,1.06819,1.07087,41173.899900000004
19.09.2023 17:30:00.000 GMT+0530,1.07086,1.07180,1.06800,1.06831,68052.91990000001
19.09.2023 21:30:00.000 GMT+0530,1.06831,1.06917,1.06761,1.06805,24050.9497
20.09.2023 01:30:00.000 GMT+0530,1.06806,1.06834,1.06746,1.06813,8651.0198
20.09.2023 05:30:00.000 GMT+0530,1.06814,1.06897,1.06781,1.06795,22274.2696
20.09.2023 09:30:00.000 GMT+0530,1.06794,1.06930,1.06729,1.06903,44534.9905
20.09.2023 13:30:00.000 GMT+0530,1.06904,1.07049,1.06897,1.07015,33881.29059999999
20.09.2023 17:30:00.000 GMT+0530,1.07014,1.07271,1.06921,1.07142,55875.7793
20.09.2023 21:30:00.000 GMT+0530,1.07142,1.07368,1.06579,1.06586,110823.5142
21.09.2023 01:30:00.000 GMT+0530,1.06587,1.06643,1.06478,1.06498,13978.7101
21.09.2023 05:30:00.000 GMT+0530,1.06498,1.06503,1.06167,1.06365,40438.5098
21.09.2023 09:30:00.000 GMT+0530,1.06366,1.06580,1.06326,1.06551,47826.5908
21.09.2023 13:30:00.000 GMT+0530,1.06551,1.06645,1.06335,1.06356,66737.3712
21.09.2023 17:30:00.000 GMT+0530,1.06357,1.06734,1.06246,1.06634,108725.5001
21.09.2023 21:30:00.000 GMT+0530,1.06633,1.06708,1.06544,1.06592,35354.4296
22.09.2023 01:30:00.000 GMT+0530,1.06591,1.06637,1.06558,1.06603,13891.7997
22.09.2023 05:30:00.000 GMT+0530,1.06603,1.06626,1.06409,1.06514,28993.980499999998
22.09.2023 09:30:00.000 GMT+0530,1.06514,1.06678,1.06150,1.06457,67764.57819999999
22.09.2023 13:30:00.000 GMT+0530,1.06456,1.06516,1.06340,1.06363,53573.390999999996
22.09.2023 17:30:00.000 GMT+0530,1.06363,1.06716,1.06363,1.06592,76532.3193
22.09.2023 21:30:00.000 GMT+0530,1.06594,1.06616,1.06391,1.06436,27773.3101
23.09.2023 01:30:00.000 GMT+0530,1.06436,1.06473,1.06415,1.06419,8013.6299
25.09.2023 01:30:00.000 GMT+0530,1.06513,1.06518,1.06424,1.06482,7854.3798
25.09.2023 05:30:00.000 GMT+0530,1.06482,1.06555,1.06430,1.06480,22968.6397
25.09.2023 09:30:00.000 GMT+0530,1.06479,1.06531,1.06316,1.06378,31540.4199
25.09.2023 13:30:00.000 GMT+0530,1.06379,1.06435,1.06239,1.06305,56352.2304
25.09.2023 17:30:00.000 GMT+0530,1.06303,1.06346,1.05753,1.05901,77855.71089999999
25.09.2023 21:30:00.000 GMT+0530,1.05900,1.05986,1.05854,1.05928,24221.6699
26.09.2023 01:30:00.000 GMT+0530,1.05927,1.05966,1.05900,1.05912,11224.5403
26.09.2023 05:30:00.000 GMT+0530,1.05912,1.05919,1.05783,1.05858,24888.109800000002
26.09.2023 09:30:00.000 GMT+0530,1.05857,1.05929,1.05699,1.05849,39171.0508
26.09.2023 13:30:00.000 GMT+0530,1.05849,1.06033,1.05827,1.05994,46692.5801
26.09.2023 17:30:00.000 GMT+0530,1.05993,1.06090,1.05677,1.05724,88548.75
26.09.2023 21:30:00.000 GMT+0530,1.05725,1.05767,1.05620,1.05701,26695.9902
27.09.2023 01:30:00.000 GMT+0530,1.05701,1.05755,1.05676,1.05691,11555.59
